year,state_FIPS,county_FIPS,state,county,dvoteswing_inc,dpct_grants,dpc_income,inc_ad_diff,inc_campaign_diff,dhousevote_inc,iraq_cas2004,iraq_cas2008,dpct_popl,comp_state,state_abb
1992,26,101,Michigan,Manistee County,-12.77999878,26.51359439,-0.007606506,-0.200000003,1,-9.264068604,0,0,0.022462524,0,MI
1996,26,101,Michigan,Manistee County,-1.229999542,-2.132716216,0.456047058,-1.008000016,1,9.570812225,0,0,0.056193545,0,MI
2000,26,101,Michigan,Manistee County,-7.489997864,23.12169671,0.546907425,-2.529000044,-10,3.82570076,0,0,0.058446862,0,MI
2004,26,101,Michigan,Manistee County,1.170001984,15.07020891,0.028165817,4.96600008,4,-1.207901001,0,0,0.008851354,1,MI
2008,26,101,Michigan,Manistee County,-6.871788025,30.07316291,0.066663742,0.574000001,0,-3.613548279,0,0,-0.009457882,1,MI
1988,26,103,Michigan,Marquette County,-7.069999695,-5.743696168,0.582609177,2.46600008,1,-3.392665863,0,0,-0.023683373,0,MI
1992,26,103,Michigan,Marquette County,-5.550003052,0.32285694,0.1525383,-0.200000003,1,-2.341514587,0,0,0.026439957,0,MI
1996,26,103,Michigan,Marquette County,0.869998932,7.359232754,0.55295372,-1.008000016,1,14.65196228,0,0,-0.122996643,0,MI
2000,26,103,Michigan,Marquette County,-8.060001373,5.146348849,-0.062534332,-2.529000044,-10,-0.636604309,0,0,0.01677921,0,MI
2004,26,103,Michigan,Marquette County,0.969997406,-1.286781579,0.038864136,4.96600008,4,1.831100464,1,0,0.007213957,1,MI
2008,26,103,Michigan,Marquette County,-6.100585938,33.25929344,0.223516464,0.574000001,0,4.752271652,0,1,0.006132518,1,MI
1988,26,105,Michigan,Mason County,-8.310001373,-13.01528066,0.098403931,2.46600008,1,5.362434387,0,0,-0.021762617,0,MI
1992,26,105,Michigan,Mason County,-8.63999939,-22.77389318,0.519346237,-0.200000003,1,-9.264068604,0,0,0.046189651,0,MI
1996,26,105,Michigan,Mason County,3.86000061,-20.3747347,-0.26921463,-1.008000016,1,9.570812225,0,0,0.046186328,0,MI
2000,26,105,Michigan,Mason County,-8.370002747,-0.248951954,-0.150310516,-2.529000044,-10,3.82570076,0,0,0.02216376,0,MI
2004,26,105,Michigan,Mason County,0.309997559,23.76945168,0.453290939,4.96600008,4,-1.207901001,0,0,0.016183056,1,MI
2008,26,105,Michigan,Mason County,-8.429004669,21.91735506,0.241333008,0.574000001,0,-3.613548279,0,0,-0.006592187,1,MI
1988,26,107,Michigan,Mecosta County,-5.689998627,16.85564071,0.121147156,2.46600008,1,22.22020721,0,0,0.01232191,0,MI
1992,26,107,Michigan,Mecosta County,-13.54999924,30.79352975,0.905729294,-0.200000003,1,-20.8460083,0,0,0.020159757,0,MI
1996,26,107,Michigan,Mecosta County,4.430000305,13.77504766,-0.144758224,-1.008000016,1,7.483747482,0,0,0.014621285,0,MI
2000,26,107,Michigan,Mecosta County,-10.79999924,1.372628845,-0.272226334,-2.529000044,-10,29.99035072,0,0,0.067144394,0,MI
2004,26,107,Michigan,Mecosta County,-0.479999542,-9.206736833,-0.417243958,4.96600008,4,-4.403831482,0,0,0.034805067,1,MI
2008,26,107,Michigan,Mecosta County,-5.309104919,41.52086973,0.033596039,0.574000001,0,1.966400146,0,0,-0.006417875,1,MI
1988,26,109,Michigan,Menominee County,-7.409999847,-38.99854422,0.102865219,2.46600008,1,-3.392665863,0,0,-0.014216193,0,MI
1992,26,109,Michigan,Menominee County,-5.819999695,-4.786742851,1.110845566,-0.200000003,1,-2.341514587,0,0,-0.033312604,0,MI
1996,26,109,Michigan,Menominee County,1.420001984,1.531929243,0.311075211,-1.008000016,1,14.65196228,0,0,0.010213519,0,MI
2000,26,109,Michigan,Menominee County,-9.319999695,8.878368884,-0.205387115,-2.529000044,-10,-0.636604309,0,0,0.006488079,0,MI
2004,26,109,Michigan,Menominee County,-1.869998932,12.68612295,0.716012955,4.96600008,4,1.831100464,0,0,-0.016135411,1,MI
2008,26,109,Michigan,Menominee County,-7.921508789,59.44130421,0.426393509,0.574000001,0,4.752271652,0,0,-0.029021626,1,MI
1988,26,111,Michigan,Midland County,-6.870002747,-18.82641315,1.149188995,2.46600008,1,22.22020721,0,0,-0.023340147,0,MI
1992,26,111,Michigan,Midland County,-5.099998474,5.411743,0.680988312,-0.200000003,1,-20.8460083,0,0,0.051144265,0,MI
1996,26,111,Michigan,Midland County,2.520000458,8.901635557,0.690517426,-1.008000016,1,7.483747482,0,0,0.039099328,0,MI
2000,26,111,Michigan,Midland County,-5.670001984,-7.154835016,0.183998108,-2.529000044,-10,29.99035072,0,0,0.025921851,0,MI
2004,26,111,Michigan,Midland County,-0.790000916,17.99116731,3.201595306,4.96600008,4,-4.403831482,1,0,0.005771501,1,MI
2008,26,111,Michigan,Midland County,-5.246936798,4.90802452,-0.45778656,0.574000001,0,1.966400146,0,4,-0.010853809,1,MI
1988,26,113,Michigan,Missaukee County,-7.220001221,-10.64461768,0.787935257,2.46600008,1,22.22020721,0,0,0.083783783,0,MI
1992,26,113,Michigan,Missaukee County,-8.840000153,-5.055337399,0.602527618,-0.200000003,1,-20.8460083,0,0,0.098030783,0,MI
1996,26,113,Michigan,Missaukee County,2.729999542,16.24237746,0.542373657,-1.008000016,1,7.483747482,0,0,0.068760276,0,MI
2000,26,113,Michigan,Missaukee County,-10.27999878,27.42063403,-0.941732407,-2.529000044,-10,29.99035072,0,0,0.065728731,0,MI
2004,26,113,Michigan,Missaukee County,1.090003967,13.19686025,1.436252594,4.96600008,4,-4.403831482,0,0,0.037953794,1,MI
2008,26,113,Michigan,Missaukee County,-7.887588501,67.78398752,-0.01581955,0.574000001,0,1.966400146,0,0,-0.007154213,1,MI
1988,26,115,Michigan,Monroe County,-5.470001221,10.66737771,0.96292305,2.46600008,1,-22.17790604,0,0,0.009086671,0,MI
1992,26,115,Michigan,Monroe County,-9.729999542,30.79921901,1.885526657,-0.200000003,1,0.139377594,0,0,0.024515299,0,MI
1996,26,115,Michigan,Monroe County,1.780002594,4.25064899,0.229515076,-1.008000016,1,3.683662415,0,0,0.035822794,0,MI
2000,26,115,Michigan,Monroe County,-4.830001831,22.16501832,0.129722595,-2.529000044,-10,4.579689026,0,0,0.044881996,0,MI
2004,26,115,Michigan,Monroe County,3.099998474,-20.14073431,-1.162788391,4.96600008,4,0.990587234,1,0,0.03162992,1,MI
2008,26,115,Michigan,Monroe County,-3.157718658,-1.002207957,-0.991764069,0.574000001,0,26.08598518,0,4,0.012095893,1,MI
1988,26,117,Michigan,Montcalm County,-11.62000275,-20.18133551,-0.764492035,2.46600008,1,5.362434387,0,0,0.054251846,0,MI
1992,26,117,Michigan,Montcalm County,-9.760002136,4.519096762,0.901662827,-0.200000003,1,-9.264068604,0,0,0.055112541,0,MI
1996,26,117,Michigan,Montcalm County,2.769996643,-7.283551246,0.052352905,-1.008000016,1,7.483747482,0,0,0.059755325,0,MI
2000,26,117,Michigan,Montcalm County,-10.5399971,4.208798334,-0.078552246,-2.529000044,-10,29.99035072,0,0,0.051580243,0,MI
2004,26,117,Michigan,Montcalm County,-0.259998322,-0.989819691,0.127035141,4.96600008,4,-4.403831482,0,0,0.024850378,1,MI
2008,26,117,Michigan,Montcalm County,-6.453388214,51.372087,0.019943237,0.574000001,0,1.966400146,0,0,-0.002713596,1,MI
1988,26,119,Michigan,Montmorency County,-6.079998016,-6.855880469,-0.406934738,2.46600008,1,-3.392665863,0,0,0.07291133,0,MI
1992,26,119,Michigan,Montmorency County,-13.13000107,100.6469607,0.618217468,-0.200000003,1,-2.341514587,0,0,0.110951871,0,MI
1996,26,119,Michigan,Montmorency County,3.169998169,26.77833438,0.475194931,-1.008000016,1,14.65196228,0,0,0.06998495,0,MI
2000,26,119,Michigan,Montmorency County,-10.88999939,5.097755045,-0.417358398,-2.529000044,-10,-0.636604309,0,0,0.042298805,0,MI
2004,26,119,Michigan,Montmorency County,3.790000916,-35.96014678,-0.01505661,4.96600008,4,1.831100464,0,0,0.007711587,1,MI
2008,26,119,Michigan,Montmorency County,-5.863800049,48.95873964,0.495834351,0.574000001,0,4.752271652,0,0,-0.025731778,1,MI
1988,26,121,Michigan,Muskegon County,-7.25,8.319474012,-0.26260376,2.46600008,1,5.362434387,0,0,0.018076258,0,MI
1992,26,121,Michigan,Muskegon County,-11.43999863,10.58665887,0.34995842,-0.200000003,1,-9.264068604,0,0,0.028494764,0,MI
1996,26,121,Michigan,Muskegon County,3.989997864,3.817422315,0.413467407,-1.008000016,1,9.570812225,0,0,0.022376414,0,MI
2000,26,121,Michigan,Muskegon County,-5.989997864,13.95575851,0.23406601,-2.529000044,-10,3.82570076,0,0,0.028486453,0,MI
2004,26,121,Michigan,Muskegon County,0.130001068,-0.118444103,-0.329019547,4.96600008,4,-1.207901001,0,0,0.015068774,1,MI
2008,26,121,Michigan,Muskegon County,-9.280063629,62.39722967,-0.403945923,0.574000001,0,-3.613548279,0,4,0.008754493,1,MI
1988,26,123,Michigan,Newaygo County,-5.550003052,-10.44401601,-0.480276108,2.46600008,1,5.362434387,0,0,0.051362064,0,MI
1992,26,123,Michigan,Newaygo County,-11.55999756,-4.902409762,0.30257988,-0.200000003,1,-9.264068604,0,0,0.093748331,0,MI
1996,26,123,Michigan,Newaygo County,2.36000061,1.244556624,0.709609985,-1.008000016,1,9.570812225,0,0,0.098523371,0,MI
2000,26,123,Michigan,Newaygo County,-8.939998627,-10.37240922,-0.008834839,-2.529000044,-10,3.82570076,0,0,0.068300173,0,MI
2004,26,123,Michigan,Newaygo County,0.280002594,-4.097785056,0.319633484,4.96600008,4,-1.207901001,0,0,0.025310919,1,MI
2008,26,123,Michigan,Newaygo County,-7.669143677,40.70919156,-0.091070175,0.574000001,0,-3.613548279,0,1,-0.002966394,1,MI
1988,26,125,Michigan,Oakland County,-5.220001221,21.5189442,1.227832794,2.46600008,1,3.464553833,0,0,0.054916155,0,MI
1992,26,125,Michigan,Oakland County,-8.849998474,-2.813469805,2.059700012,-0.200000003,1,NA,0,0,0.051374134,0,MI
1996,26,125,Michigan,Oakland County,5.38999939,-10.6076926,0.720653534,-1.008000016,1,6.091434479,0,0,0.04466128,0,MI
2000,26,125,Michigan,Oakland County,-1.770000458,-4.541797936,2.347953796,-2.529000044,-10,7.538406372,0,0,0.025135338,0,MI
2004,26,125,Michigan,Oakland County,0.399997711,13.29382807,-0.553413391,4.96600008,4,0.351337433,2,0,0.006651527,1,MI
2008,26,125,Michigan,Oakland County,-7.155052185,-14.83267248,-1.850673676,0.574000001,0,-7.726295471,0,18,-0.001679709,1,MI
1988,26,127,Michigan,Oceana County,-6.17999649,-18.6865285,-0.185062408,2.46600008,1,5.362434387,0,0,0.025451863,0,MI
1992,26,127,Michigan,Oceana County,-12.27999878,22.99659252,0.538103104,-0.200000003,1,-9.264068604,0,0,0.045143884,0,MI
1996,26,127,Michigan,Oceana County,3.450000763,-3.215510398,0.207368851,-1.008000016,1,9.570812225,0,0,0.085226297,0,MI
2000,26,127,Michigan,Oceana County,-9.079998016,9.157635272,-0.277351379,-2.529000044,-10,3.82570076,0,0,0.067988105,0,MI
2004,26,127,Michigan,Oceana County,-1.159999847,-3.794561327,0.44080162,4.96600008,4,-1.207901001,2,0,0.037156645,1,MI
2008,26,127,Michigan,Oceana County,-7.3217659,120.8016634,-0.014345169,0.574000001,0,-3.613548279,0,6,-0.00597688,1,MI
1988,26,129,Michigan,Ogemaw County,-10.51999664,-0.198325817,-0.743650436,2.46600008,1,22.22020721,0,0,0.052114062,0,MI
1992,26,129,Michigan,Ogemaw County,-8.260002136,61.08269691,0.30544281,-0.200000003,1,-20.8460083,0,0,0.080208905,0,MI
1996,26,129,Michigan,Ogemaw County,4.159999847,-4.006015882,0.370542526,-1.008000016,1,7.483747482,0,0,0.066313811,0,MI
2000,26,129,Michigan,Ogemaw County,-10.93999863,5.796172842,-0.133106232,-2.529000044,-10,29.99035072,0,0,0.035318825,0,MI
2004,26,129,Michigan,Ogemaw County,2.11000061,-21.32601589,0.78792572,4.96600008,4,1.831100464,0,0,-4.15E-04,1,MI
2008,26,129,Michigan,Ogemaw County,-2.345767975,62.85193563,0.270935059,0.574000001,0,4.752271652,0,0,-0.022598349,1,MI
1988,26,131,Michigan,Ontonagon County,-6.619998932,-17.18972027,0.761678696,2.46600008,1,-3.392665863,0,0,-0.07364583,0,MI
1992,26,131,Michigan,Ontonagon County,-7.180000305,44.76887286,0.391735077,-0.200000003,1,-2.341514587,0,0,-0.006072192,0,MI
1996,26,131,Michigan,Ontonagon County,-4.88999939,57.08618164,-1.702651978,-1.008000016,1,14.65196228,0,0,-0.035524379,0,MI
2000,26,131,Michigan,Ontonagon County,-19.75,-29.25736606,-0.080663681,-2.529000044,-10,-0.636604309,0,0,-0.084926687,0,MI
2004,26,131,Michigan,Ontonagon County,-7.180000305,-12.3456955,1.84081459,4.96600008,4,1.831100464,0,0,-0.054736573,1,MI
2008,26,131,Michigan,Ontonagon County,-6.727043152,100.5367637,0.628765106,0.574000001,0,4.752271652,0,1,-0.088011935,1,MI
1988,26,133,Michigan,Osceola County,-8.980003357,-37.40320802,-0.148469925,2.46600008,1,22.22020721,0,0,0.015469951,0,MI
1992,26,133,Michigan,Osceola County,-14.05999756,20.56477666,1.388139725,-0.200000003,1,-20.8460083,0,0,0.039939865,0,MI
1996,26,133,Michigan,Osceola County,1.990001678,-8.746765554,0.282913208,-1.008000016,1,7.483747482,0,0,0.08789514,0,MI
2000,26,133,Michigan,Osceola County,-10.09000015,-4.72471714,-0.667146683,-2.529000044,-10,29.99035072,0,0,0.029013112,0,MI
2004,26,133,Michigan,Osceola County,0.990001678,-12.23681867,0.643419266,4.96600008,4,-4.403831482,0,0,0.013989927,1,MI
2008,26,133,Michigan,Osceola County,-4.460777283,82.60939717,-0.008098602,0.574000001,0,1.966400146,0,1,-0.028655119,1,MI
1988,26,135,Michigan,Oscoda County,-7.43000412,-2.678450383,-0.820823669,2.46600008,1,-3.392665863,0,0,0.075537562,0,MI
1992,26,135,Michigan,Oscoda County,-10.92999649,-19.82120723,0.130441666,-0.200000003,1,-2.341514587,0,0,0.079060107,0,MI
1996,26,135,Michigan,Oscoda County,3.5,86.53268814,-0.378517151,-1.008000016,1,7.483747482,0,0,0.096968241,0,MI
2000,26,135,Michigan,Oscoda County,-8.489997864,11.04380786,0.756753922,-2.529000044,-10,29.99035072,0,0,0.032024566,0,MI
2004,26,135,Michigan,Oscoda County,2.099998474,-6.213910878,0.622358322,4.96600008,4,1.831100464,1,0,-0.016578108,1,MI
2008,26,135,Michigan,Oscoda County,-3.77381134,14.29390311,0.283313751,0.574000001,0,4.752271652,0,1,-0.03998271,1,MI
1988,26,137,Michigan,Otsego County,-4.980003357,-14.36026096,0.554922104,2.46600008,1,-3.392665863,0,0,0.09975417,0,MI
1992,26,137,Michigan,Otsego County,-11.65999985,-12.31335998,0.590831757,-0.200000003,1,-2.341514587,0,0,0.125470594,0,MI
1996,26,137,Michigan,Otsego County,-0.029998779,24.6311456,1.138736725,-1.008000016,1,14.65196228,0,0,0.119165838,0,MI
2000,26,137,Michigan,Otsego County,-8.170001984,-42.81353951,1.33861351,-2.529000044,-10,-0.636604309,0,0,0.093868211,0,MI
2004,26,137,Michigan,Otsego County,1.289997101,13.43365908,0.681270599,4.96600008,4,1.831100464,0,0,0.03312983,1,MI
2008,26,137,Michigan,Otsego County,-6.996837616,82.40805864,0.297483444,0.574000001,0,4.752271652,0,1,-0.022273649,1,MI
1988,26,139,Michigan,Ottawa County,-3.419998169,-21.95345312,0.848163605,2.46600008,1,5.362434387,0,0,0.087038964,0,MI
1992,26,139,Michigan,Ottawa County,-4.680000305,2.719114348,1.348934174,-0.200000003,1,-9.264068604,0,0,0.103287615,0,MI
1996,26,139,Michigan,Ottawa County,2.489999771,-4.785297066,0.638454437,-1.008000016,1,9.570812225,0,0,0.102064013,0,MI
2000,26,139,Michigan,Ottawa County,-3.219999313,23.23990762,-0.403083801,-2.529000044,-10,3.82570076,0,0,0.097726993,0,MI
2004,26,139,Michigan,Ottawa County,-0.529998779,29.62067723,0.400379181,4.96600008,4,-1.207901001,0,0,0.053584702,1,MI
2008,26,139,Michigan,Ottawa County,-10.11130524,-35.37967801,-0.837352753,0.574000001,0,-3.613548279,0,0,0.033956476,1,MI
1988,26,141,Michigan,Presque Isle County,-8.460002899,-5.284128711,0.655014038,2.46600008,1,-3.392665863,0,0,-0.001668238,0,MI
1992,26,141,Michigan,Presque Isle County,-12.40999985,-6.299440563,0.729682922,-0.200000003,1,-2.341514587,0,0,0.008936356,0,MI
1996,26,141,Michigan,Presque Isle County,0.369998932,-12.1200189,0.334854126,-1.008000016,1,14.65196228,0,0,0.036724996,0,MI
2000,26,141,Michigan,Presque Isle County,-11.36999893,12.79806495,0.478580475,-2.529000044,-10,-0.636604309,0,0,-0.001805932,0,MI
2004,26,141,Michigan,Presque Isle County,0.680000305,5.35505265,0.597837448,4.96600008,4,1.831100464,0,0,-0.019970775,1,MI
2008,26,141,Michigan,Presque Isle County,-4.488262177,69.23798919,0.827604294,0.574000001,0,4.752271652,0,0,-0.036211304,1,MI
1988,26,143,Michigan,Roscommon County,-8.480003357,-3.466643393,-0.323764801,2.46600008,1,22.22020721,0,0,0.077236921,0,MI
1992,26,143,Michigan,Roscommon County,-12.86999893,15.9316361,0.249605179,-0.200000003,1,-20.8460083,0,0,0.108521834,0,MI
1996,26,143,Michigan,Roscommon County,3.869998932,-9.883739799,0.55447197,-1.008000016,1,7.483747482,0,0,0.132396907,0,MI
2000,26,143,Michigan,Roscommon County,-8.61000061,-12.67120689,0.001840591,-2.529000044,-10,29.99035072,0,0,0.069731385,0,MI
2004,26,143,Michigan,Roscommon County,2.909999847,47.18926549,0.576478958,4.96600008,4,-4.403831482,0,0,0.011869785,1,MI
2008,26,143,Michigan,Roscommon County,-3.235397339,18.67911816,0.445890427,0.574000001,0,1.966400146,0,0,-0.033333335,1,MI
1988,26,145,Michigan,Saginaw County,-9.100002289,-5.152727664,0.018939972,2.46600008,1,0.55761528,0,0,-0.014710904,0,MI
1992,26,145,Michigan,Saginaw County,-5.88999939,-16.09881073,0.308221817,-0.200000003,1,17.9303112,0,0,-0.005156377,0,MI
1996,26,145,Michigan,Saginaw County,2.38999939,-8.53497088,0.425437927,-1.008000016,1,3.944664001,0,0,-0.00232557,0,MI
2000,26,145,Michigan,Saginaw County,-4.850002289,6.834087521,0.298946381,-2.529000044,-10,3.193572998,0,0,-0.009418338,0,MI
2004,26,145,Michigan,Saginaw County,1.479999542,-7.57644996,-0.336303711,4.96600008,4,-4.403831482,1,0,-0.010274804,1,MI
2008,26,145,Michigan,Saginaw County,-5.022865295,62.86642551,-0.113853455,0.574000001,0,1.966400146,0,5,-0.033286165,1,MI
1988,26,147,Michigan,St. Clair County,-7.270000458,2.397146076,0.349107742,2.46600008,1,12.25771713,0,0,0.033979032,0,MI
1992,26,147,Michigan,St. Clair County,-9.560001373,2.887771279,0.033569336,-0.200000003,1,12.23831177,0,0,0.054096565,0,MI
1996,26,147,Michigan,St. Clair County,7.379997253,-45.69163918,0.404146194,-1.008000016,1,-6.751285553,0,0,0.042587064,0,MI
2000,26,147,Michigan,St. Clair County,-6.63999939,-2.662825026,0.621536255,-2.529000044,-10,12.353302,0,0,0.05255289,0,MI
2004,26,147,Michigan,St. Clair County,3.729999542,-6.912086159,-1.002998352,4.96600008,4,5.846824646,1,0,0.029623514,1,MI
2008,26,147,Michigan,St. Clair County,-5.49848938,27.77192891,-0.621259689,0.574000001,0,0.128898621,0,1,-0.004280307,1,MI
1988,26,149,Michigan,St. Joseph County,-7.580001831,-3.427082673,-0.405056,2.46600008,1,8.026256561,0,0,0.021328703,0,MI
1992,26,149,Michigan,St. Joseph County,-9.369995117,-3.572834283,-0.273012161,-0.200000003,1,6.473873138,0,0,0.010560686,0,MI
1996,26,149,Michigan,St. Joseph County,2.340000153,-12.4355644,-0.30626297,-1.008000016,1,5.406591415,0,0,0.031317312,0,MI
2000,26,149,Michigan,St. Joseph County,-6.700000763,6.3821733,-0.023525238,-2.529000044,-10,1.480443954,0,0,0.020119116,0,MI
2004,26,149,Michigan,St. Joseph County,1.309997559,2.081218362,0.195413589,4.96600008,4,-3.403114319,0,0,-0.002671231,1,MI
2008,26,149,Michigan,St. Joseph County,-10.26839066,41.81261659,-0.583089828,0.574000001,0,-1.078338623,0,2,-0.001250982,1,MI
1988,26,151,Michigan,Sanilac County,-9.190002441,-18.65096986,0.104543686,2.46600008,1,0.55761528,0,0,0.002087473,0,MI
1992,26,151,Michigan,Sanilac County,-8.830001831,1.926215366,0.931646347,-0.200000003,1,17.9303112,0,0,0.028636683,0,MI
1996,26,151,Michigan,Sanilac County,4.909999847,-10.9322764,0.11472702,-1.008000016,1,3.944664001,0,0,0.051018666,0,MI
2000,26,151,Michigan,Sanilac County,-8.080001831,-1.101217978,-0.014034271,-2.529000044,-10,3.193572998,0,0,0.033754293,0,MI
2004,26,151,Michigan,Sanilac County,1.049999237,15.12885094,-0.169595718,4.96600008,4,5.846824646,0,0,-0.005726477,1,MI
2008,26,151,Michigan,Sanilac County,-7.435653687,53.68096828,1.158864975,0.574000001,0,0.128898621,0,0,-0.029520046,1,MI
1988,26,153,Michigan,Schoolcraft County,-6.170001984,5.667878687,0.284452438,2.46600008,1,-3.392665863,0,0,-0.044249855,0,MI
1992,26,153,Michigan,Schoolcraft County,-9.590000153,38.2791996,-1.090869904,-0.200000003,1,-2.341514587,0,0,0.036281455,0,MI
1996,26,153,Michigan,Schoolcraft County,1.509998322,-16.29659235,1.140556335,-1.008000016,1,14.65196228,0,0,0.02086526,0,MI
2000,26,153,Michigan,Schoolcraft County,-15.20000076,4.320277646,-0.492879868,-2.529000044,-10,-0.636604309,0,0,0.030254042,0,MI
2004,26,153,Michigan,Schoolcraft County,0.849998474,18.33804548,0.545454025,4.96600008,4,1.831100464,0,0,-0.017148621,1,MI
2008,26,153,Michigan,Schoolcraft County,-2.965148926,171.0220933,2.161827087,0.574000001,0,4.752271652,0,0,-0.067852661,1,MI
1988,26,155,Michigan,Shiawassee County,-12.05999756,-8.905623853,0.221284866,2.46600008,1,22.22020721,0,0,0.013097217,0,MI
1992,26,155,Michigan,Shiawassee County,-7.900001526,30.57475984,0.503564835,-0.200000003,1,-20.8460083,0,0,0.007205947,0,MI
1996,26,155,Michigan,Shiawassee County,1.979999542,-4.206972197,-0.685869217,-1.008000016,1,7.483747482,0,0,0.017028872,0,MI
2000,26,155,Michigan,Shiawassee County,-6.060001373,1.149316598,0.107246399,-2.529000044,-10,29.99035072,0,0,-0.001128322,0,MI
2004,26,155,Michigan,Shiawassee County,3.009998322,-11.85240597,-0.47769165,4.96600008,4,-4.403831482,1,0,0.01263475,1,MI
2008,26,155,Michigan,Shiawassee County,-7.957004547,38.6643827,-0.129507065,0.574000001,0,1.966400146,0,2,-0.024403343,1,MI
1988,26,157,Michigan,Tuscola County,-13.12000275,0.354485516,0.10241127,2.46600008,1,0.55761528,0,0,0.004581199,0,MI
1992,26,157,Michigan,Tuscola County,-8.579998016,16.68014377,0.575948715,-0.200000003,1,17.9303112,0,0,0.006984093,0,MI
1996,26,157,Michigan,Tuscola County,1.569999695,-4.271787778,-0.561727524,-1.008000016,1,3.944664001,0,0,0.029757341,0,MI
2000,26,157,Michigan,Tuscola County,-7.899997711,5.175889656,-0.137681961,-2.529000044,-10,3.193572998,0,0,0.008951451,0,MI
2004,26,157,Michigan,Tuscola County,0,4.484590888,0.112478256,4.96600008,4,31.77153397,1,0,-0.005474234,1,MI
2008,26,157,Michigan,Tuscola County,-4.486846924,41.73463285,0.456611633,0.574000001,0,1.996145248,0,3,-0.032577563,1,MI
1988,26,159,Michigan,Van Buren County,-7.330001831,-27.29146779,-0.179679871,2.46600008,1,8.026256561,0,0,0.029662482,0,MI
1992,26,159,Michigan,Van Buren County,-12.27000046,9.194140881,0.445453644,-0.200000003,1,6.473873138,0,0,0.053848848,0,MI
1996,26,159,Michigan,Van Buren County,-0.559997559,-3.248599917,0.635911942,-1.008000016,1,5.406591415,0,0,0.040969297,0,MI
2000,26,159,Michigan,Van Buren County,-5.800003052,6.633672118,0.218812943,-2.529000044,-10,1.480443954,0,0,0.016224561,0,MI
2004,26,159,Michigan,Van Buren County,0.449996948,-7.126007974,0.350065231,4.96600008,4,-3.403114319,0,0,0.021793798,1,MI
2008,26,159,Michigan,Van Buren County,-6.664855957,68.28172803,0.151170731,0.574000001,0,-1.078338623,0,4,-4.87E-04,1,MI
1988,26,161,Michigan,Washtenaw County,-4.5,-1.066786051,1.163002014,2.46600008,1,-4.051486969,0,0,0.048359074,0,MI
1992,26,161,Michigan,Washtenaw County,-11.01999664,6.421350688,1.115077972,-0.200000003,1,-1.559844971,0,0,0.062108096,0,MI
1996,26,161,Michigan,Washtenaw County,0.660003662,-2.400713041,-0.186267853,-1.008000016,1,4.315582275,0,0,0.04412327,0,MI
2000,26,161,Michigan,Washtenaw County,-2.290000916,7.916692644,0.888343811,-2.529000044,-10,7.440681458,0,0,0.070457526,0,MI
2004,26,161,Michigan,Washtenaw County,-1.86000061,-2.686465532,-0.382896423,4.96600008,4,0.990587234,1,0,0.049711701,1,MI
2008,26,161,Michigan,Washtenaw County,-6.61101532,50.27779937,-1.518707275,0.574000001,0,26.08598518,0,6,0.012168914,1,MI
1988,26,163,Michigan,Wayne County,-3.180000305,12.84952313,0.565202713,2.46600008,1,-2.027360439,0,0,-0.020675715,0,MI
1992,26,163,Michigan,Wayne County,-8.469999313,3.639446199,0.433544159,-0.200000003,1,35.98947906,0,0,-0.00993511,0,MI
1996,26,163,Michigan,Wayne County,5.020004272,-6.082556769,0.17457962,-1.008000016,1,4.632827759,0,0,-6.42E-04,0,MI
2000,26,163,Michigan,Wayne County,-3.75,10.37523374,1.036182404,-2.529000044,-10,1.905303955,0,0,-0.025892816,0,MI
2004,26,163,Michigan,Wayne County,0.449998856,-4.985063896,-0.748348236,4.96600008,4,19.11233902,3,0,-0.010545193,1,MI
2008,26,163,Michigan,Wayne County,-5.212135315,90.26324153,-0.219936371,0.574000001,0,-14.70379639,0,8,-0.04321155,1,MI
1988,26,165,Michigan,Wexford County,-9.669998169,8.850231767,1.052635193,2.46600008,1,22.22020721,0,0,0.015751101,0,MI
1992,26,165,Michigan,Wexford County,-9.529998779,14.2032221,0.773790359,-0.200000003,1,-20.8460083,0,0,0.044294324,0,MI
1996,26,165,Michigan,Wexford County,2.069999695,-1.563998125,0.385953903,-1.008000016,1,9.570812225,0,0,0.071341932,0,MI
2000,26,165,Michigan,Wexford County,-10.62999725,25.72583556,0.198356628,-2.529000044,-10,3.82570076,0,0,0.047207355,0,MI
2004,26,165,Michigan,Wexford County,2.240001678,-8.789973706,0.483480453,4.96600008,4,-1.207901001,0,0,0.02309658,1,MI
2008,26,165,Michigan,Wexford County,-7.53962326,38.42431903,-0.169548035,0.574000001,0,-3.613548279,0,0,0.014249575,1,MI
1988,27,1,Minnesota,Aitkin County,-2.659999847,-22.94558138,0.047615051,-1.595999956,0,-1.960147858,0,0,-0.051142383,1,MN
1992,27,1,Minnesota,Aitkin County,-5.049999237,-17.70806015,0.222454071,1.299999952,0,6.347187042,0,0,0.022564184,1,MN
1996,27,1,Minnesota,Aitkin County,0.830001831,3.66217941,0.685510635,1.312999964,1,6.998397827,0,0,0.105730996,1,MN
2000,27,1,Minnesota,Aitkin County,-11.59000015,-19.70771849,0.639135361,-2.655999899,-1,1.072517395,0,0,0.082363725,0,MN
2004,27,1,Minnesota,Aitkin County,1.720001221,-3.802165389,-0.028320313,4.416999817,4,1.751873016,0,0,0.028926967,0,MN
